img_url,name
http://ww2.sinaimg.cn/bmiddle/9150e4e5ly1fk8y28ti28g208c08c74f.gif,"好无聊,说点什么好呢?"
http://ww1.sinaimg.cn/bmiddle/9150e4e5ly1fk3o57n26tg208c08cwmg.gif,下载中。。。。
http://ww4.sinaimg.cn/bmiddle/9150e4e5ly1fk8y01px4og208c07xdgp.gif,我不睡我不睡
http://ww3.sinaimg.cn/bmiddle/9150e4e5ly1fk33u5h5dsj205i053744.jpg,生气
http://ww4.sinaimg.cn/bmiddle/9150e4e5ly1fk8y43l6whj205i045dfm.jpg,我好奇怪脑子里空空的（佩奇小猪）
http://ww1.sinaimg.cn/bmiddle/9150e4e5ly1fk3o52ccrog208c08cgmo.gif,召唤楼下傻狗
http://ww1.sinaimg.cn/bmiddle/9150e4e5ly1fk8xzzeem0j203l022a9u.jpg,发生冲突突突突突突突突
http://ww2.sinaimg.cn/bmiddle/9150e4e5ly1fk33u3vqeqj20b40b4q35.jpg,不服来solo
http://ww2.sinaimg.cn/bmiddle/9150e4e5ly1fk8y42460vj208906lgln.jpg,"屌毛,老子有命运Ⅱ"
http://ww2.sinaimg.cn/bmiddle/9150e4e5ly1fk3o4zvjd3j206o06odge.jpg,狗管理在哪
http://ww3.sinaimg.cn/bmiddle/9150e4e5ly1fk8xzxurydj205i04s744.jpg,我妈不让我跟傻子玩。
http://ww4.sinaimg.cn/bmiddle/9150e4e5ly1fk33tzmtjbj205i059jri.jpg,哪里钻出来的傻逼
http://ww4.sinaimg.cn/bmiddle/9150e4e5ly1fk8y408t0pg2073073aa0.gif,宝宝知道错了
http://ww1.sinaimg.cn/bmiddle/9150e4e5ly1fk3o4xpjcjg206o06ot8s.gif,你给我滚!快滚!
http://ww4.sinaimg.cn/bmiddle/9150e4e5ly1fk8xzwc6k6j20cq0cqt90.jpg,可以给你的冰可爱一点吃的吗（佩奇小猪）
http://ww3.sinaimg.cn/bmiddle/9150e4e5ly1fk33u20l6bj205806itai.jpg,"不在乎一两个人头,反正你队友也没有"
http://ww1.sinaimg.cn/bmiddle/9150e4e5ly1fk8y3ylv3rg206o06omx4.gif,脑子有问题
http://ww3.sinaimg.cn/bmiddle/9150e4e5ly1fk3o4u4z65j20k00k0ab4.jpg,死群了分姑娘吧我要群主和女管理
http://ww1.sinaimg.cn/bmiddle/9150e4e5ly1fk8xzt7ntfg208c08cmxh.gif,最怕气突然安静
http://ww4.sinaimg.cn/bmiddle/9150e4e5ly1fk33ty2bewj206o06odge.jpg,我没针对你，就是想上你。
http://ww4.sinaimg.cn/bmiddle/9150e4e5ly1fk8y3x2s35j206106bjrc.jpg,不敢了，还敢不敢开空?
http://ww3.sinaimg.cn/bmiddle/9150e4e5ly1fk3o4w09ypg2073073wev.gif,还想要圣诞礼物?我差点笑出声
http://ww2.sinaimg.cn/bmiddle/9150e4e5ly1fk8xzrjfdbj2064062wec.jpg,白眼
http://ww3.sinaimg.cn/bmiddle/9150e4e5ly1fk33tufh1sj20dw08caa8.jpg,参见大屌萝莉！
http://ww2.sinaimg.cn/bmiddle/9150e4e5ly1fk8y3vgs4ig2073073wef.gif,没爱了
http://ww2.sinaimg.cn/bmiddle/9150e4e5ly1fk3o4s20esj205b05iweb.jpg,坏坏的微笑
http://ww4.sinaimg.cn/bmiddle/9150e4e5ly1fk8xzq3cwsj205i058q2r.jpg,吹牛逼谁不会
http://ww1.sinaimg.cn/bmiddle/9150e4e5ly1fk33tw1gkug2073073t8l.gif,可以，这很抠脚！
http://ww4.sinaimg.cn/bmiddle/9150e4e5ly1fk8y3tusxij205204qt8j.jpg,快看咻你又胖了
http://ww3.sinaimg.cn/bmiddle/9150e4e5ly1fk3o4qjju7j208w08wdgb.jpg,心如极限装逼模式
http://ww1.sinaimg.cn/bmiddle/9150e4e5ly1fk8xzojmoij205405k3yh.jpg,我靠，这男的丑爆了
http://ww1.sinaimg.cn/bmiddle/9150e4e5ly1fk33tsscppj205i048mx1.jpg,对方已经被太阳热死，无法接收你的信息
http://ww3.sinaimg.cn/bmiddle/9150e4e5ly1fk8y3scnv5j202y02zjr5.jpg,我日你妈
http://ww2.sinaimg.cn/bmiddle/9150e4e5ly1fk3o4ot6zuj203c03ct8n.jpg,小朋友不要膨胀
http://ww3.sinaimg.cn/bmiddle/9150e4e5ly1fk8xzmz3dpg206o06oaas.gif,前边好像打起来了
http://ww3.sinaimg.cn/bmiddle/9150e4e5ly1fk33tr7y1ej205i048jrf.jpg,爽朗的笑容
http://ww3.sinaimg.cn/bmiddle/9150e4e5ly1fk8y3qureuj208c08cglr.jpg,骚货一点女人气质都没有不懂矜持到处勾搭
http://ww1.sinaimg.cn/bmiddle/9150e4e5ly1fk3o4n9t5jg208c08cjry.gif,管我看你是五行缺德命里欠揍
http://ww2.sinaimg.cn/bmiddle/9150e4e5ly1fk8y0vazzbj208c08cgly.jpg,停车停车让这边先走
http://ww3.sinaimg.cn/bmiddle/9150e4e5ly1fk33tpkwjig208c08cwer.gif,自己回家吧，不要你了
http://ww2.sinaimg.cn/bmiddle/9150e4e5ly1fk8y3p3t29g206o06ogm1.gif,超凶
http://ww1.sinaimg.cn/bmiddle/9150e4e5ly1fk3o4ldn68g208c08c0sr.gif,抱头痛哭
http://ww4.sinaimg.cn/bmiddle/9150e4e5ly1fk8y0thxfpg206o06o3ym.gif,当然是父爱
http://ww2.sinaimg.cn/bmiddle/9150e4e5ly1fk33tnqtecj205i05i0sl.jpg,嘤嚶嘤
http://ww3.sinaimg.cn/bmiddle/9150e4e5ly1fk8y3naeh2j205i05idfp.jpg,反诅咒图片
http://ww4.sinaimg.cn/bmiddle/9150e4e5ly1fk3o4jrqk5j206o06oglm.jpg,老板楼上这头猪怎么卖
http://ww3.sinaimg.cn/bmiddle/9150e4e5ly1fk8y0rxd9uj205i04i3yb.jpg,这优我记下了
http://ww2.sinaimg.cn/bmiddle/9150e4e5ly1fk33tm6k3zj208c08caal.jpg,只想做一个安静的美大佬
http://ww2.sinaimg.cn/bmiddle/9150e4e5ly1fk8y3lk8icj205i03qglf.jpg,姐姐这是昨天你让我帮你洗的
http://ww2.sinaimg.cn/bmiddle/9150e4e5ly1fk3o4i7gkxg208c08c74r.gif,浴缸里的小姐姐真性感
http://ww4.sinaimg.cn/bmiddle/9150e4e5ly1fk8y0qf147j20ae09swem.jpg,小鸡巴还轮不到你说话
http://ww1.sinaimg.cn/bmiddle/9150e4e5ly1fk33tk9ifxj205a05at8n.jpg,委屈巴巴
http://ww2.sinaimg.cn/bmiddle/9150e4e5ly1fk8y3k25m9g208c08c74r.gif,"妖妖灵吗?楼上疯了,见人就打"
http://ww2.sinaimg.cn/bmiddle/9150e4e5ly1fk3o4gg030j20c80bidg2.jpg,桃花潭水深千尺不及队友坑到死
http://ww2.sinaimg.cn/bmiddle/9150e4e5ly1fk8y0ot26lj20b80b4glu.jpg,"天冷了,多穿点老子爱你们"
http://ww2.sinaimg.cn/bmiddle/9150e4e5ly1fk33tikrfoj205k05z744.jpg,大丸煲汤了
http://ww2.sinaimg.cn/bmiddle/9150e4e5ly1fk33vmlkm7j20b40b40sv.jpg,你情敌比你瘦
http://ww4.sinaimg.cn/bmiddle/9150e4e5ly1fk3o4es40nj202a02sa9u.jpg,狗脸一红
http://ww2.sinaimg.cn/bmiddle/9150e4e5ly1fk8y0n5fcwj203w03wglg.jpg,香的一批
http://ww3.sinaimg.cn/bmiddle/9150e4e5ly1fk33th1wegg2071076t90.gif,"再见,我去找三叶了"
http://ww3.sinaimg.cn/bmiddle/9150e4e5ly1fk33vpfhs5g207s06ht9t.gif,这日子没法过了
http://ww2.sinaimg.cn/bmiddle/9150e4e5ly1fk3o4bs1baj205i05iglp.jpg,英雄不朽
http://ww4.sinaimg.cn/bmiddle/9150e4e5ly1fk8y0lni72j20hs0hsaak.jpg,那你含棒棒啊
http://ww4.sinaimg.cn/bmiddle/9150e4e5ly1fk33tf4sjyg206o06oq3k.gif,枪下舔包血拼空投（贪）（绝地求生吃鸡）
http://ww1.sinaimg.cn/bmiddle/9150e4e5ly1fk33vkvh4lj205c05igli.jpg,"凭什么一个哈麻批能当群主,劳资却怀才不遇!"
http://ww1.sinaimg.cn/bmiddle/9150e4e5ly1fk3o4d9aojj201s0200sj.jpg,真不害臊
http://ww4.sinaimg.cn/bmiddle/9150e4e5ly1fk8y0jpvmzg208c08caac.gif,"我要撸作业,再见"
http://ww4.sinaimg.cn/bmiddle/9150e4e5ly1fk33yoon7oj202r02rdfn.jpg,泼了楼上一身春药
http://ww3.sinaimg.cn/bmiddle/9150e4e5ly1fk33vj6a5bj204h05it8y.jpg,老婆
http://ww4.sinaimg.cn/bmiddle/9150e4e5ly1fk3o49zrsdj204d03v748.jpg,害我差点笑出声!但是我忍住了
http://ww1.sinaimg.cn/bmiddle/9150e4e5ly1fk8y0i1ztxj206206gaa3.jpg,由于地球是圆的所以我又滚回来了
http://ww3.sinaimg.cn/bmiddle/9150e4e5ly1fk33yqj5pkg205k05kq2v.gif,咬秋吧（昌洞宾）
http://ww4.sinaimg.cn/bmiddle/9150e4e5ly1fk33vha4b1j204505iweb.jpg,無表情
http://ww4.sinaimg.cn/bmiddle/9150e4e5ly1fk3o48hvhrg208c07y74g.gif,麻烦收敛一点
http://ww2.sinaimg.cn/bmiddle/9150e4e5ly1fk8y0geyrlj203004mt8l.jpg,权限预警，你的放肆倾向真是让人印象深刻
http://ww3.sinaimg.cn/bmiddle/9150e4e5ly1fk33yn2l36j20g80g4wf6.jpg,这锅我不背
http://ww4.sinaimg.cn/bmiddle/9150e4e5ly1fk33vd2z19g206o06oaa3.gif,"你昨晚又去哪了,打电话也不接。"
http://ww1.sinaimg.cn/bmiddle/9150e4e5ly1fk3o46v2wxj205e05imwz.jpg,谈不拢?就打他妈的啊!
http://ww2.sinaimg.cn/bmiddle/9150e4e5ly1fk8y0epzr7g207307374t.gif,爱我就给我钱
http://ww2.sinaimg.cn/bmiddle/9150e4e5ly1fk33ykvfajg20c80667t0.gif,一血!法死特不赖!
http://ww2.sinaimg.cn/bmiddle/9150e4e5ly1fk33vfs1iij208907njt1.jpg,"草泥马,快点发图阿劳资要盗图"
http://ww2.sinaimg.cn/bmiddle/9150e4e5ly1fk3o45ed77g206y06yq3z.gif,薛式不屑
http://ww3.sinaimg.cn/bmiddle/9150e4e5ly1fk8y0covrvj20qo0qoq4t.jpg,送狗彪子上西天
http://ww2.sinaimg.cn/bmiddle/9150e4e5ly1fk33xyqewrg208c08cdha.gif,来就来
http://ww3.sinaimg.cn/bmiddle/9150e4e5ly1fk33v98pdxj204g04ggll.jpg,飞机带液榜
http://ww3.sinaimg.cn/bmiddle/9150e4e5ly1fk3o43bkkxg206o06owef.gif,不要说了行了够了
http://ww4.sinaimg.cn/bmiddle/9150e4e5ly1fk8y0abtocj205i02nq30.jpg,你在援交
http://ww3.sinaimg.cn/bmiddle/9150e4e5ly1fk33xvelr7j204s02aglf.jpg,"今天不死你,我就不叫静香"
http://ww1.sinaimg.cn/bmiddle/9150e4e5ly1fk33vbg41nj204003idg5.jpg,傻嘿?
http://ww2.sinaimg.cn/bmiddle/9150e4e5ly1fk3o41puvuj201o01o3yc.jpg,这里痛了
http://ww1.sinaimg.cn/bmiddle/9150e4e5ly1fk8y08q7npj202102ba9u.jpg,水灵灵
http://ww1.sinaimg.cn/bmiddle/9150e4e5ly1fk33xtsbj1j208n06x74c.jpg,六一到了给你次萝卜，你认为我真的会给你?
http://ww3.sinaimg.cn/bmiddle/9150e4e5ly1fk33v7nagkg206o06ojra.gif,叭你死了
http://ww2.sinaimg.cn/bmiddle/9150e4e5ly1fk3o40a508j202s02st8i.jpg,哭笑不得
http://ww3.sinaimg.cn/bmiddle/9150e4e5ly1fk8y0761i6j202102baa8.jpg,彩色色
http://ww4.sinaimg.cn/bmiddle/9150e4e5ly1fk33xryad2j207s05k0t5.jpg,照目前这个形势来看我应该是要挨打了
http://ww1.sinaimg.cn/bmiddle/9150e4e5ly1fk33v64yzxj203y04f743.jpg,怎样
http://ww2.sinaimg.cn/bmiddle/9150e4e5ly1fk3o3yupaqj207i07c0t8.jpg,头皮发麻
http://ww2.sinaimg.cn/bmiddle/9150e4e5ly1fk8y1ge8h2j206y06yt8p.jpg,路过所有群，我的最终目标
http://ww4.sinaimg.cn/bmiddle/9150e4e5ly1fk33xpm7hog207g06st8o.gif,我要圣诞节礼物!!
http://ww4.sinaimg.cn/bmiddle/9150e4e5ly1fk33v34z8nj203202ddfl.jpg,一亿式冷漠
http://ww2.sinaimg.cn/bmiddle/9150e4e5ly1fk3o3wuivyj205i05i749.jpg,看不下去
http://ww2.sinaimg.cn/bmiddle/9150e4e5ly1fk8y1eub8uj205i03o742.jpg,那个妇女请注意你的措辞
http://ww4.sinaimg.cn/bmiddle/9150e4e5ly1fk3nsz44kjg208c08cdgj.gif,"你尽管不驱散，万花谷要是玉石爆不死你,算我输"
http://ww2.sinaimg.cn/bmiddle/9150e4e5ly1fk33v4o1ymj206o06o745.jpg,这是何等的卧槽
http://ww4.sinaimg.cn/bmiddle/9150e4e5ly1fk3o3v9fh8j203i02s0ss.jpg,还有这种姿势?
http://ww2.sinaimg.cn/bmiddle/9150e4e5ly1fk8y1dck7tj209707i3yl.jpg,"不管你多漂亮、多有钱身材有多好,我都是你无法得到的男人"
http://ww1.sinaimg.cn/bmiddle/9150e4e5ly1fk3o7j3rjyg20b40anai0.gif,好紧张好害怕
http://ww3.sinaimg.cn/bmiddle/9150e4e5ly1fk33v1mmb4j20go0got9q.jpg,你他妈说我啥?
http://ww4.sinaimg.cn/bmiddle/9150e4e5ly1fk3o3tiyotj206o06oaam.jpg,子民们怎么不出来聊天
http://ww3.sinaimg.cn/bmiddle/9150e4e5ly1fk8y1bp4osj20hs0hsjsb.jpg,"你这里是不是进过水,游过鱼跳过蛤蟆,走过驴啊?"
http://ww3.sinaimg.cn/bmiddle/9150e4e5ly1fk3o7cc4laj205i05ia9w.jpg,做阅读理解做到绝望
http://ww4.sinaimg.cn/bmiddle/9150e4e5ly1fk33uziwx5j208c08cwey.jpg,我干你妈的大力水手皮卡丘数码暴龙肥怪蛇!
http://ww3.sinaimg.cn/bmiddle/9150e4e5ly1fk3o3robijj2073073q4z.jpg,"会卧槽,都给老子去睡觉谁动砍谁"
http://ww3.sinaimg.cn/bmiddle/9150e4e5ly1fk8y19nyc1j205l05j747.jpg,楼上工头叫你去搬砖别装文化人了
http://ww1.sinaimg.cn/bmiddle/9150e4e5ly1fk3o7atk8oj206o06ojrn.jpg,三狗子我看好你哦
http://ww2.sinaimg.cn/bmiddle/9150e4e5ly1fk8uy0ie84j20hs0hsq3m.jpg,光头宋民国
http://ww3.sinaimg.cn/bmiddle/9150e4e5ly1fk3o3p812oj205s05sjrh.jpg,起飞
http://ww2.sinaimg.cn/bmiddle/9150e4e5ly1fk8y17zdm1j20k00di74q.jpg,哇的一声哭出来
http://ww1.sinaimg.cn/bmiddle/9150e4e5ly1fk3o78u59rj20b40b4js5.jpg,哇呀呀呀呀呀呀
http://ww4.sinaimg.cn/bmiddle/9150e4e5ly1fk8uxymickg204j030wew.gif,小猫动动身体
http://ww4.sinaimg.cn/bmiddle/9150e4e5ly1fk3o3nkmr4j203c03c0so.jpg,稍加思索
http://ww4.sinaimg.cn/bmiddle/9150e4e5ly1fk8y1684ruj209j05yaa4.jpg,韩信不想跟你说话并偷走了你家庄周的鱼
http://ww4.sinaimg.cn/bmiddle/9150e4e5ly1fk3o76fsaag206l06bglm.gif,要亲亲
http://ww4.sinaimg.cn/bmiddle/9150e4e5ly1fk8uxws5rcj205i04ht8j.jpg,三叶大佬版
http://ww3.sinaimg.cn/bmiddle/9150e4e5ly1fk3o3lwhzcg206o06o3z2.gif,總有刁想害朕
http://ww2.sinaimg.cn/bmiddle/9150e4e5ly1fk8y14mp3fj20fo0m6gmn.jpg,"我代表月亮, 祝大家中秋节快乐!（包公）"
http://ww4.sinaimg.cn/bmiddle/9150e4e5ly1fk3o74s13yj205e05ia9w.jpg,你哄我不一定有用，不哄我你就死定了
http://ww1.sinaimg.cn/bmiddle/9150e4e5ly1fk8xl6ji0cg208c0b4x6p.gif,国庆安排
http://ww4.sinaimg.cn/bmiddle/9150e4e5ly1fk3o3k2wr2g208c08c3yh.gif,请用高清图跟我斗图谢谢
http://ww1.sinaimg.cn/bmiddle/9150e4e5ly1fk8y126yu3j201p01t0sh.jpg,小声逼逼
http://ww4.sinaimg.cn/bmiddle/9150e4e5ly1fk3o7391d1g207307374p.gif,老婆大人我错了!
http://ww1.sinaimg.cn/bmiddle/9150e4e5ly1fk8xk3nlfpg20fa0ekdpt.gif,熊猫旋转自拍
http://ww2.sinaimg.cn/bmiddle/9150e4e5ly1fk3o3ihzucj207308cdgm.jpg,"会闪开,我要杀了她 Get out of the way , i want to kill her（滑稽在头上）"
http://ww1.sinaimg.cn/bmiddle/9150e4e5ly1fk8y10p2r8j206c04kgli.jpg,我要脱衣服睡觉了
http://ww1.sinaimg.cn/bmiddle/9150e4e5ly1fk3o6zaiwjj2073073t95.jpg,愿你爆炸
http://ww4.sinaimg.cn/bmiddle/9150e4e5ly1fk8xld1e9gj20cs0h1gm1.jpg,虾说
http://ww2.sinaimg.cn/bmiddle/9150e4e5ly1fk3o3gitjtj205i05imx3.jpg,"盗图狗盗图反咬制图人,真他妈不要逼脸"
http://ww2.sinaimg.cn/bmiddle/9150e4e5ly1fk8y0z3ri1j205i05aq2r.jpg,我要看你穿小裙子
http://ww4.sinaimg.cn/bmiddle/9150e4e5ly1fk3o711tueg202w02tdfv.gif,老狗比
http://ww2.sinaimg.cn/bmiddle/9150e4e5ly1fk8xlayu38j20k00qoq58.jpg,就是那么拽
http://ww4.sinaimg.cn/bmiddle/9150e4e5ly1fk3oa6huafg2073074jrz.gif,开心的像个小猪仔一样
http://ww1.sinaimg.cn/bmiddle/9150e4e5ly1fk8y0xklk5g206o06o0so.gif,我贱不贱你心里没点b数吗？
http://ww4.sinaimg.cn/bmiddle/9150e4e5ly1fk3o6x74n7g208c08cwf9.gif,我墙都不扶了就扶你（服你）
http://ww2.sinaimg.cn/bmiddle/9150e4e5ly1fk8xjx79vpj202p03la9u.jpg,给你一坨屎
http://ww1.sinaimg.cn/bmiddle/9150e4e5ly1fk3oa4ixkyj205i05ijra.jpg,"盗图发,真他妈一点都不害臊"
http://ww4.sinaimg.cn/bmiddle/9150e4e5ly1fk8y1nrbtvj20k00b9aan.jpg,今天也是精致的猪猪女
http://ww2.sinaimg.cn/bmiddle/9150e4e5ly1fk3o6uurlnj206o06ogm4.jpg,你怎么个意思!
http://ww3.sinaimg.cn/bmiddle/9150e4e5ly1fk33ux7kj4j206y06yq3x.jpg,你脑子瓦特了吗
http://ww3.sinaimg.cn/bmiddle/9150e4e5ly1fk3oa2vljij20go0brgmv.jpg,我是格兰迪工地包工头，急需338元流动资金解冻172！
http://ww2.sinaimg.cn/bmiddle/9150e4e5ly1fk8y1kdpv3j209k09jzki.jpg,我看你他妈是在刁难我小猪佩奇
http://ww1.sinaimg.cn/bmiddle/9150e4e5ly1fk3o6sx06lg208c08c3yo.gif,长这么帅不去做鸭子真可惜
http://ww1.sinaimg.cn/bmiddle/9150e4e5ly1fk33uul87cg206y06fmx5.gif,机器人凭本事钩的我为什么说我不会走位!
http://ww1.sinaimg.cn/bmiddle/9150e4e5ly1fk3oa0uma5j204k05lmye.jpg,我超怕的
http://ww2.sinaimg.cn/bmiddle/9150e4e5ly1fk8y1m0m0hj20b40aajrb.jpg,你的小可爱上线了（佩奇小猪）
http://ww4.sinaimg.cn/bmiddle/9150e4e5ly1fk3o6r6bi1g205005074g.gif,还有这种操作?
http://ww1.sinaimg.cn/bmiddle/9150e4e5ly1fk33ut2q1ag208c08c74k.gif,撒一把狗粮给你们
http://ww2.sinaimg.cn/bmiddle/9150e4e5ly1fk3o9ylrxdj20qo0qo0u9.jpg,会啊但老子就喜欢刺激
http://ww3.sinaimg.cn/bmiddle/9150e4e5ly1fk8y1imovag2076068mx9.gif,我要做老公的怀中猫
http://ww2.sinaimg.cn/bmiddle/9150e4e5ly1fk3o6p9nexg2077070aa9.gif,我都打扮好了到底还约不约
http://ww4.sinaimg.cn/bmiddle/9150e4e5ly1fk33ur98lqg20b40b43z3.gif,"他们一边打我一边骂我,就因为我太帅"
http://ww3.sinaimg.cn/bmiddle/9150e4e5ly1fk3o9whwl6j206u05pmx5.jpg,我撩妹的时候其他的基佬闭嘴好吗
http://ww2.sinaimg.cn/bmiddle/9150e4e5ly1fk8y1wumloj206o06owfa.jpg,"小姐姐,长大后我要你做我的新娘"
http://ww1.sinaimg.cn/bmiddle/9150e4e5ly1fk3o6nh459g208c08cwet.gif,"我靠,666"
http://ww1.sinaimg.cn/bmiddle/9150e4e5ly1fk33upab0bg208c08ct9s.gif,你要我的小心心吗
http://ww2.sinaimg.cn/bmiddle/9150e4e5ly1fk3o9ux1vrg208c08cglm.gif,这个世界好难懂
http://ww3.sinaimg.cn/bmiddle/9150e4e5ly1fk8y1uyxhdg2073073t94.gif,哟哟哟
http://ww3.sinaimg.cn/bmiddle/9150e4e5ly1fk3o6lmcwwj2073073t9n.jpg,留着你自己吃
http://ww1.sinaimg.cn/bmiddle/9150e4e5ly1fk33umgx3tg208c08cabs.gif,打人啦打人啦
http://ww3.sinaimg.cn/bmiddle/9150e4e5ly1fk3o9tdfuhj20hs0hs75g.jpg,这辈子我什么都看透了就是看不透人心
http://ww3.sinaimg.cn/bmiddle/9150e4e5ly1fk8y1t94sdg206o06o74l.gif,有点骚
http://ww1.sinaimg.cn/bmiddle/9150e4e5ly1fk3o6gy8x7j201o01wdfv.jpg,"我都懒得说没有了,你滚吧"
http://ww1.sinaimg.cn/bmiddle/9150e4e5ly1fk33ujer1xg206t05kweh.gif,劳资就问你约不约!
http://ww2.sinaimg.cn/bmiddle/9150e4e5ly1fk3o9rd0f5g206y06xgm7.gif,我新做的指甲好看吗
http://ww1.sinaimg.cn/bmiddle/9150e4e5ly1fk8y1rj957g206z079glp.gif,无懈可击
http://ww3.sinaimg.cn/bmiddle/9150e4e5ly1fk3o6j4mpij2073073gmp.jpg,意思就是没得谈咯
http://ww2.sinaimg.cn/bmiddle/9150e4e5ly1fk33uhjv26j206o06oaay.jpg,变身
http://ww3.sinaimg.cn/bmiddle/9150e4e5ly1fk3o9pizezg207i06q3yh.gif,"乖,你最美"
http://ww1.sinaimg.cn/bmiddle/9150e4e5ly1fk8y1py582j205i056745.jpg,我懂了
http://ww3.sinaimg.cn/bmiddle/9150e4e5ly1fk3o6fa6ybg208c08c3yt.gif,你们有有没有不锈钢脸盆
http://ww4.sinaimg.cn/bmiddle/9150e4e5ly1fk33ufdtr6j205i05izk2.jpg,要不你们打一架
http://ww1.sinaimg.cn/bmiddle/9150e4e5ly1fk3o9mh8ulg206o06oglh.gif,熊猫头?
http://ww3.sinaimg.cn/bmiddle/9150e4e5ly1fk8y25w3mhj208b08cmx2.jpg,表面笑嘻嘻，心里MMP
http://ww2.sinaimg.cn/bmiddle/9150e4e5ly1fk3o6daef4j208c08ct8s.jpg,给哥捶捶背
http://ww3.sinaimg.cn/bmiddle/9150e4e5ly1fk33udwkbmg208c08ct9g.gif,不服?
http://ww2.sinaimg.cn/bmiddle/9150e4e5ly1fk3o9nzugyg20ak0640sp.gif,原谅帽
http://ww3.sinaimg.cn/bmiddle/9150e4e5ly1fk8y24b04qj202b025dfm.jpg,渣渣
http://ww2.sinaimg.cn/bmiddle/9150e4e5ly1fk3o6bin1lg2073073wf5.gif,谁能比我春花美
http://ww4.sinaimg.cn/bmiddle/9150e4e5ly1fk33ubccqsj208c07kmxe.jpg,这日子没法过了!
